Resume,Job_Description
Cloud architect with hands-on experience in Kubernetes. Expertise in backend development.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs."
"Software engineer with 1 years of experience in deep learning, TensorFlow, NLP. Skilled in backend development.","Hiring a software engineer with experience in cloud migration and Java, Spring Boot, RESTful APIs."
"Software engineer with 4 years of experience in deep learning, TensorFlow, NLP. Skilled in backend development.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Power BI."
"Software engineer with 4 years of experience in AWS, Azure, GCP. Skilled in cloud migration.",Seeking a cloud architect with experience in multi-cloud platforms and microservices.
"Software engineer with 10 years of experience in AWS, Azure, GCP. Skilled in cloud migration.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS."
"Data analyst with 8 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP."
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI."
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Hiring a software engineer with experience in responsive design and Python, SQL, Tableau."
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Seeking a cloud architect with experience in AWS, Azure, GCP and cloud migration."
"Software engineer with 3 years of experience in AWS, Azure, GCP. Skilled in cloud migration.","Hiring a software engineer with experience in microservices and Python, SQL, Tableau."
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs."
"Data analyst with 2 years of experience in React, JavaScript, CSS. Certified in Power BI. Strong problem-solving skills.","Hiring a front-end developer with proficiency in AWS, Azure, GCP and experience in creating responsive designs."
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Hiring a software engineer with experience in backend development and React, JavaScript, CSS."
"Software engineer with 8 years of experience in Python, SQL, Tableau. Skilled in microservices.","Hiring a software engineer with experience in microservices and React, JavaScript, CSS."
"Software engineer with 6 years of experience in deep learning, TensorFlow, NLP. Skilled in responsive design.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs."
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in cloud migration.,"Seeking a cloud architect with experience in AWS, Azure, GCP and cloud migration."
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs."
"Data analyst with 7 years of experience in deep learning, TensorFlow, NLP. Certified in Power BI. Strong problem-solving skills.","Hiring a software engineer with experience in cloud migration and Python, SQL, Tableau."
"Data analyst with 5 years of experience in Python, SQL, Tableau. Certified in Azure Fundamentals. Strong problem-solving skills.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs."
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in responsive design.","Hiring a software engineer with experience in microservices and Python, SQL, Tableau."
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and AWS, Azure, GCP."
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in responsive design.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs."
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel."
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Tableau."
"Software engineer with 4 years of experience in AWS, Azure, GCP. Skilled in responsive design.","Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Tableau."
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Power BI."
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs."
Cloud architect with hands-on experience in Kubernetes. Expertise in microservices.,"Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs."
